	Chr	Pos	PhyloP	Strand	EnsemblID	isSub
13680	chr7	1133196	-1.134	+	ENSG00000164850	False
13681	chr7	1133197	-2.468	+	ENSG00000164850	False
13682	chr7	1133198	-1.779	+	ENSG00000164850	False
13683	chr7	1133199	-0.699	+	ENSG00000164850	False
13684	chr7	1133200	-0.82	+	ENSG00000164850	False
13685	chr7	1133201	-0.277	+	ENSG00000164850	False
13686	chr7	1133202	0.272	+	ENSG00000164850	False
13687	chr7	1133203	-0.072	+	ENSG00000164850	False
13688	chr7	1133204	-1.978	+	ENSG00000164850	False
13689	chr7	1133205	-0.514	+	ENSG00000164850	False
13690	chr7	1133206	-0.296	+	ENSG00000164850	False
13691	chr7	1133207	0.39	+	ENSG00000164850	False
13692	chr7	1133208	0.562	+	ENSG00000164850	False
13693	chr7	1133209	-0.018	+	ENSG00000164850	False
13694	chr7	1133210	0.245	+	ENSG00000164850	False
13695	chr7	1133211	-0.061	+	ENSG00000164850	False
13696	chr7	1133212	-0.263	+	ENSG00000164850	False
13697	chr7	1133213	0.042	+	ENSG00000164850	False
13698	chr7	1133214	-2.582	+	ENSG00000164850	False
13699	chr7	1133215	-1.801	+	ENSG00000164850	False
13700	chr7	1133216	-1.47	+	ENSG00000164850	False
13701	chr7	1133217	-0.219	+	ENSG00000164850	False
13702	chr7	1133218	0.133	+	ENSG00000164850	False
13703	chr7	1133219	-0.278	+	ENSG00000164850	False
13704	chr7	1133220	-0.319	+	ENSG00000164850	False
13705	chr7	1133221	-0.348	+	ENSG00000164850	False
13706	chr7	1133222	0.473	+	ENSG00000164850	False
13707	chr7	1133223	0.57	+	ENSG00000164850	False
13708	chr7	1133224	-0.36	+	ENSG00000164850	False
13709	chr7	1133225	-1.081	+	ENSG00000164850	False
13710	chr7	1133226	-0.271	+	ENSG00000164850	False
13711	chr7	1133227	-0.29	+	ENSG00000164850	False
13712	chr7	1133228	-0.612	+	ENSG00000164850	False
13713	chr7	1133229	-1.17	+	ENSG00000164850	False
13714	chr7	1133230	-1.028	+	ENSG00000164850	False
13715	chr7	1133231	-1.047	+	ENSG00000164850	False
13716	chr7	1133232	-0.186	+	ENSG00000164850	False
13717	chr7	1133233	0.084	+	ENSG00000164850	False
13718	chr7	1133234	-1.059	+	ENSG00000164850	False
13719	chr7	1133235	-2.159	+	ENSG00000164850	False
13720	chr7	1133236	-0.728	+	ENSG00000164850	False
13721	chr7	1133237	0.249	+	ENSG00000164850	False
13722	chr7	1133238	0.368	+	ENSG00000164850	False
13723	chr7	1133239	1.564	+	ENSG00000164850	False
13724	chr7	1133240	-0.554	+	ENSG00000164850	False
13725	chr7	1133241	-0.138	+	ENSG00000164850	False
13726	chr7	1133242	-1.271	+	ENSG00000164850	False
13727	chr7	1133243	0.481	+	ENSG00000164850	False
13728	chr7	1133244	0.311	+	ENSG00000164850	False
13729	chr7	1133245	0.064	+	ENSG00000164850	False
13730	chr7	1133246	-1.3	+	ENSG00000164850	False
13731	chr7	1133247	-0.337	+	ENSG00000164850	False
13732	chr7	1133248	-2.41	+	ENSG00000164850	False
13733	chr7	1133249	-1.008	+	ENSG00000164850	False
13734	chr7	1133250	-2.21	+	ENSG00000164850	False
13735	chr7	1133251	0.996	+	ENSG00000164850	False
13736	chr7	1133252	-1.144	+	ENSG00000164850	False
13737	chr7	1133253	1.789	+	ENSG00000164850	False
13738	chr7	1133254	-0.728	+	ENSG00000164850	False
13739	chr7	1133255	0.209	+	ENSG00000164850	False
13740	chr7	1133256	0.146	+	ENSG00000164850	False
13741	chr7	1133257	-0.415	+	ENSG00000164850	False
13742	chr7	1133258	0.887	+	ENSG00000164850	False
13743	chr7	1133259	-0.135	+	ENSG00000164850	False
13744	chr7	1133260	-1.514	+	ENSG00000164850	False
13745	chr7	1133261	0.158	+	ENSG00000164850	False
13746	chr7	1133262	-0.394	+	ENSG00000164850	False
13747	chr7	1133263	-0.515	+	ENSG00000164850	False
13748	chr7	1133264	-1.167	+	ENSG00000164850	False
13749	chr7	1133265	-0.582	+	ENSG00000164850	False
13750	chr7	1133266	2.081	+	ENSG00000164850	False
13751	chr7	1133267	-0.453	+	ENSG00000164850	False
13752	chr7	1133268	-0.683	+	ENSG00000164850	False
13753	chr7	1133269	-1.189	+	ENSG00000164850	False
13754	chr7	1133270	-0.0	+	ENSG00000164850	False
13755	chr7	1133271	-1.497	+	ENSG00000164850	False
13756	chr7	1133272	-1.396	+	ENSG00000164850	False
13757	chr7	1133273	-0.416	+	ENSG00000164850	False
13758	chr7	1133274	-0.373	+	ENSG00000164850	False
13759	chr7	1133275	0.026	+	ENSG00000164850	False
13760	chr7	1133276	-0.09	+	ENSG00000164850	False
13761	chr7	1133277	0.356	+	ENSG00000164850	False
13762	chr7	1133278	-0.579	+	ENSG00000164850	False
13763	chr7	1133279	1.934	+	ENSG00000164850	False
13764	chr7	1133280	0.299	+	ENSG00000164850	False
13765	chr7	1133281	-0.156	+	ENSG00000164850	False
13766	chr7	1133282	-0.031	+	ENSG00000164850	False
13767	chr7	1133283	0.788	+	ENSG00000164850	False
13768	chr7	1133284	0.102	+	ENSG00000164850	False
13769	chr7	1133285	0.139	+	ENSG00000164850	False
13770	chr7	1133286	-1.211	+	ENSG00000164850	False
13771	chr7	1133287	-0.315	+	ENSG00000164850	False
13772	chr7	1133288	0.199	+	ENSG00000164850	False
13773	chr7	1133289	1.418	+	ENSG00000164850	False
13774	chr7	1133290	-0.121	+	ENSG00000164850	False
13775	chr7	1133291	-0.047	+	ENSG00000164850	False
13776	chr7	1133292	-0.092	+	ENSG00000164850	False
13777	chr7	1133293	-0.316	+	ENSG00000164850	False
13778	chr7	1133294	-1.061	+	ENSG00000164850	False
13779	chr7	1133295	-0.304	+	ENSG00000164850	False
13780	chr7	1133296	-0.15	+	ENSG00000164850	False
13781	chr7	1133297	-0.336	+	ENSG00000164850	False
13782	chr7	1133298	-0.007	+	ENSG00000164850	False
13783	chr7	1133299	0.141	+	ENSG00000164850	False
13784	chr7	1133300	0.145	+	ENSG00000164850	False
13785	chr7	1133301	0.011	+	ENSG00000164850	False
13786	chr7	1133302	-0.876	+	ENSG00000164850	False
13787	chr7	1133303	-0.56	+	ENSG00000164850	False
13788	chr7	1133304	-1.948	+	ENSG00000164850	False
13789	chr7	1133305	-0.185	+	ENSG00000164850	False
13790	chr7	1133306	-0.405	+	ENSG00000164850	False
13791	chr7	1133307	-0.228	+	ENSG00000164850	False
13792	chr7	1133308	0.999	+	ENSG00000164850	False
13793	chr7	1133309	-0.045	+	ENSG00000164850	False
13794	chr7	1133310	-1.491	+	ENSG00000164850	False
13795	chr7	1133311	-1.63	+	ENSG00000164850	False
13796	chr7	1133312	-1.99	+	ENSG00000164850	False
13797	chr7	1133313	-0.724	+	ENSG00000164850	False
13798	chr7	1133314	-0.185	+	ENSG00000164850	False
13799	chr7	1133315	-1.34	+	ENSG00000164850	False
13800	chr7	1133316	-0.019	+	ENSG00000164850	False
13801	chr7	1133317	-0.394	+	ENSG00000164850	False
13802	chr7	1133318	-0.385	+	ENSG00000164850	False
13803	chr7	1133319	-0.622	+	ENSG00000164850	False
13804	chr7	1133320	-1.372	+	ENSG00000164850	False
13805	chr7	1133321	0.199	+	ENSG00000164850	False
13806	chr7	1133322	-0.805	+	ENSG00000164850	False
13807	chr7	1133323	-0.005	+	ENSG00000164850	False
13808	chr7	1133324	-1.086	+	ENSG00000164850	False
13809	chr7	1133325	-0.235	+	ENSG00000164850	False
13810	chr7	1133326	0.103	+	ENSG00000164850	False
13811	chr7	1133327	-0.016	+	ENSG00000164850	False
13812	chr7	1133328	-0.367	+	ENSG00000164850	False
13813	chr7	1133329	-0.362	+	ENSG00000164850	False
13814	chr7	1133330	-0.14	+	ENSG00000164850	False
13815	chr7	1133331	-0.252	+	ENSG00000164850	False
13816	chr7	1133332	0.32	+	ENSG00000164850	False
13817	chr7	1133333	-0.014	+	ENSG00000164850	False
13818	chr7	1133334	-0.469	+	ENSG00000164850	False
13819	chr7	1133335	0.345	+	ENSG00000164850	False
13820	chr7	1133336	0.328	+	ENSG00000164850	False
13821	chr7	1133337	-0.478	+	ENSG00000164850	False
13822	chr7	1133338	0.28	+	ENSG00000164850	False
13823	chr7	1133339	-0.207	+	ENSG00000164850	False
13824	chr7	1133340	-1.63	+	ENSG00000164850	False
13825	chr7	1133341	0.275	+	ENSG00000164850	False
13826	chr7	1133342	2.083	+	ENSG00000164850	False
13827	chr7	1133343	0.104	+	ENSG00000164850	False
13828	chr7	1133344	1.908	+	ENSG00000164850	False
13829	chr7	1133345	-0.28	+	ENSG00000164850	False
13830	chr7	1133346	0.056	+	ENSG00000164850	False
13831	chr7	1133347	-0.553	+	ENSG00000164850	False
13832	chr7	1133348	-0.405	+	ENSG00000164850	False
13833	chr7	1133349	-0.133	+	ENSG00000164850	False
13834	chr7	1133350	-3.48	+	ENSG00000164850	False
13835	chr7	1133351	-0.658	+	ENSG00000164850	False
13836	chr7	1133352	-0.206	+	ENSG00000164850	False
13837	chr7	1133353	-0.601	+	ENSG00000164850	False
13838	chr7	1133354	0.369	+	ENSG00000164850	False
13839	chr7	1133355	0.035	+	ENSG00000164850	False
13840	chr7	1133356	-1.164	+	ENSG00000164850	False
13841	chr7	1133357	0.612	+	ENSG00000164850	False
13842	chr7	1133358	0.569	+	ENSG00000164850	False
13843	chr7	1133359	-0.664	+	ENSG00000164850	False
13844	chr7	1133360	-0.893	+	ENSG00000164850	False
13845	chr7	1133361	-0.173	+	ENSG00000164850	False
13846	chr7	1133362	-0.859	+	ENSG00000164850	False
13847	chr7	1133363	0.002	+	ENSG00000164850	False
13848	chr7	1133364	0.215	+	ENSG00000164850	False
13849	chr7	1133365	0.012	+	ENSG00000164850	False
13850	chr7	1133366	-0.296	+	ENSG00000164850	False
13851	chr7	1133367	0.725	+	ENSG00000164850	False
13852	chr7	1133368	-1.591	+	ENSG00000164850	False
13853	chr7	1133369	-0.704	+	ENSG00000164850	False
13854	chr7	1133370	-0.284	+	ENSG00000164850	False
13855	chr7	1133371	-3.152	+	ENSG00000164850	False
13856	chr7	1133372	0.334	+	ENSG00000164850	False
13857	chr7	1133373	0.339	+	ENSG00000164850	False
13858	chr7	1133374	-0.264	+	ENSG00000164850	False
13859	chr7	1133375	0.168	+	ENSG00000164850	False
13860	chr7	1133376	0.089	+	ENSG00000164850	False
13861	chr7	1133377	-0.619	+	ENSG00000164850	False
13862	chr7	1133378	-0.165	+	ENSG00000164850	False
13863	chr7	1133379	0.627	+	ENSG00000164850	False
13864	chr7	1133380	-0.428	+	ENSG00000164850	False
13865	chr7	1133381	1.197	+	ENSG00000164850	False
13866	chr7	1133382	0.024	+	ENSG00000164850	False
13867	chr7	1133383	-0.631	+	ENSG00000164850	False
13868	chr7	1133384	0.445	+	ENSG00000164850	False
13869	chr7	1133385	1.488	+	ENSG00000164850	False
13870	chr7	1133386	0.588	+	ENSG00000164850	False
13871	chr7	1133387	-0.876	+	ENSG00000164850	False
13872	chr7	1133388	-0.507	+	ENSG00000164850	False
13873	chr7	1133389	-0.512	+	ENSG00000164850	False
13874	chr7	1133390	1.095	+	ENSG00000164850	False
13875	chr7	1133391	0.214	+	ENSG00000164850	False
13876	chr7	1133392	-0.076	+	ENSG00000164850	False
13877	chr7	1133393	-0.404	+	ENSG00000164850	False
13878	chr7	1133394	-0.167	+	ENSG00000164850	False
13879	chr7	1133395	-0.506	+	ENSG00000164850	False
13880	chr7	1133396	-0.178	+	ENSG00000164850	False
13881	chr7	1133397	-1.054	+	ENSG00000164850	False
13882	chr7	1133398	-3.096	+	ENSG00000164850	False
13883	chr7	1133399	-0.358	+	ENSG00000164850	False
13884	chr7	1133400	0.473	+	ENSG00000164850	False
13885	chr7	1133401	-1.819	+	ENSG00000164850	False
13886	chr7	1133402	0.983	+	ENSG00000164850	False
13887	chr7	1133403	-0.174	+	ENSG00000164850	False
13888	chr7	1133404	-0.181	+	ENSG00000164850	False
13889	chr7	1133405	-0.757	+	ENSG00000164850	False
13890	chr7	1133406	-0.303	+	ENSG00000164850	False
13891	chr7	1133407	-0.32	+	ENSG00000164850	False
13892	chr7	1133408	-0.215	+	ENSG00000164850	False
13893	chr7	1133409	-0.189	+	ENSG00000164850	False
13894	chr7	1133410	-0.614	+	ENSG00000164850	False
13895	chr7	1133411	-0.382	+	ENSG00000164850	False
13896	chr7	1133412	-0.654	+	ENSG00000164850	False
13897	chr7	1133413	-0.944	+	ENSG00000164850	False
13898	chr7	1133414	0.113	+	ENSG00000164850	False
13899	chr7	1133415	0.016	+	ENSG00000164850	False
13900	chr7	1133416	1.217	+	ENSG00000164850	False
13901	chr7	1133417	-0.401	+	ENSG00000164850	False
13902	chr7	1133418	-0.062	+	ENSG00000164850	False
13903	chr7	1133419	-0.078	+	ENSG00000164850	False
13904	chr7	1133420	-0.819	+	ENSG00000164850	False
13905	chr7	1133421	0.561	+	ENSG00000164850	False
13906	chr7	1133422	0.141	+	ENSG00000164850	False
13907	chr7	1133423	1.266	+	ENSG00000164850	False
13908	chr7	1133424	0.205	+	ENSG00000164850	False
13909	chr7	1133425	0.025	+	ENSG00000164850	False
13910	chr7	1133426	0.007	+	ENSG00000164850	False
13911	chr7	1133427	0.082	+	ENSG00000164850	False
13912	chr7	1133428	-0.126	+	ENSG00000164850	False
13913	chr7	1133429	1.264	+	ENSG00000164850	False
13914	chr7	1133430	0.965	+	ENSG00000164850	False
13915	chr7	1133431	-0.451	+	ENSG00000164850	False
13916	chr7	1133432	-0.412	+	ENSG00000164850	False
13917	chr7	1133433	0.503	+	ENSG00000164850	False
13918	chr7	1133434	1.21	+	ENSG00000164850	False
13919	chr7	1133435	0.375	+	ENSG00000164850	False
13920	chr7	1133436	-0.1	+	ENSG00000164850	False
13921	chr7	1133437	-0.208	+	ENSG00000164850	False
13922	chr7	1133438	-0.97	+	ENSG00000164850	False
13923	chr7	1133439	-1.13	+	ENSG00000164850	False
13924	chr7	1133440	-0.072	+	ENSG00000164850	False
13925	chr7	1133441	0.75	+	ENSG00000164850	False
13926	chr7	1133442	-0.588	+	ENSG00000164850	False
13927	chr7	1133443	-1.035	+	ENSG00000164850	False
13928	chr7	1133444	0.572	+	ENSG00000164850	False
13929	chr7	1133445	0.549	+	ENSG00000164850	False
13930	chr7	1133446	-0.637	+	ENSG00000164850	False
13931	chr7	36192757	0.639	+	ENSG00000122547	False
13932	chr7	36192758	2.605	+	ENSG00000122547	False
13933	chr7	36192759	0.665	+	ENSG00000122547	False
13934	chr7	36192760	0.688	+	ENSG00000122547	False
13935	chr7	36192761	4.081	+	ENSG00000122547	False
13936	chr7	36192762	1.773	+	ENSG00000122547	False
13937	chr7	36192763	1.215	+	ENSG00000122547	False
13938	chr7	36192764	2.672	+	ENSG00000122547	False
13939	chr7	36192765	0.217	+	ENSG00000122547	False
13940	chr7	36192766	-1.432	+	ENSG00000122547	False
13941	chr7	36192767	-0.344	+	ENSG00000122547	False
13942	chr7	36192768	0.671	+	ENSG00000122547	False
13943	chr7	36192769	-1.328	+	ENSG00000122547	False
13944	chr7	36192770	-0.004	+	ENSG00000122547	False
13945	chr7	36192771	1.28	+	ENSG00000122547	False
13946	chr7	36192772	0.168	+	ENSG00000122547	False
13947	chr7	36192773	0.142	+	ENSG00000122547	False
13948	chr7	36192774	-0.125	+	ENSG00000122547	False
13949	chr7	36192775	-0.058	+	ENSG00000122547	False
13950	chr7	36192776	0.162	+	ENSG00000122547	False
13951	chr7	36192777	0.981	+	ENSG00000122547	False
13952	chr7	36192778	0.408	+	ENSG00000122547	False
13953	chr7	36192779	0.392	+	ENSG00000122547	False
13954	chr7	36192780	0.114	+	ENSG00000122547	False
13955	chr7	36192781	-0.427	+	ENSG00000122547	False
13956	chr7	36192782	1.581	+	ENSG00000122547	False
13957	chr7	36192783	0.586	+	ENSG00000122547	False
13958	chr7	36192784	-1.156	+	ENSG00000122547	False
13959	chr7	36192785	-0.101	+	ENSG00000122547	False
13960	chr7	36192786	0.325	+	ENSG00000122547	False
13961	chr7	36192787	1.31	+	ENSG00000122547	False
13962	chr7	36192788	1.592	+	ENSG00000122547	False
13963	chr7	36192789	1.507	+	ENSG00000122547	False
13964	chr7	36192790	2.592	+	ENSG00000122547	False
13965	chr7	36192791	2.787	+	ENSG00000122547	False
13966	chr7	36192792	-0.604	+	ENSG00000122547	False
13967	chr7	36192793	2.791	+	ENSG00000122547	False
13968	chr7	36192794	-0.418	+	ENSG00000122547	False
13969	chr7	36192795	-0.053	+	ENSG00000122547	False
13970	chr7	36192796	-0.004	+	ENSG00000122547	False
13971	chr7	36192797	1.42	+	ENSG00000122547	False
13972	chr7	36192798	-0.449	+	ENSG00000122547	False
13973	chr7	36192799	1.209	+	ENSG00000122547	False
13974	chr7	36192800	0.429	+	ENSG00000122547	False
13975	chr7	36192801	0.812	+	ENSG00000122547	False
13976	chr7	36192802	0.45	+	ENSG00000122547	False
13977	chr7	36192803	-0.356	+	ENSG00000122547	False
13978	chr7	36192804	0.845	+	ENSG00000122547	False
13979	chr7	36192805	-0.257	+	ENSG00000122547	False
13980	chr7	36192806	1.595	+	ENSG00000122547	False
13981	chr7	36192807	0.952	+	ENSG00000122547	False
13982	chr7	36192808	1.416	+	ENSG00000122547	False
13983	chr7	36192809	3.183	+	ENSG00000122547	False
13984	chr7	36192810	1.038	+	ENSG00000122547	False
13985	chr7	36192811	1.587	+	ENSG00000122547	False
13986	chr7	36192812	0.528	+	ENSG00000122547	False
13987	chr7	36192813	1.05	+	ENSG00000122547	False
13988	chr7	36192814	1.416	+	ENSG00000122547	False
13989	chr7	36192815	3.202	+	ENSG00000122547	False
13990	chr7	36192816	0.989	+	ENSG00000122547	False
13991	chr7	36192817	0.06	+	ENSG00000122547	False
13992	chr7	36192818	-0.063	+	ENSG00000122547	False
13993	chr7	36192819	-0.678	+	ENSG00000122547	False
13994	chr7	36192820	-0.049	+	ENSG00000122547	False
13995	chr7	36192821	2.698	+	ENSG00000122547	False
13996	chr7	36192822	-0.142	+	ENSG00000122547	False
13997	chr7	36192823	0.122	+	ENSG00000122547	False
13998	chr7	36192824	0.488	+	ENSG00000122547	False
13999	chr7	36192825	-0.038	+	ENSG00000122547	False
14000	chr7	36192826	-0.78	+	ENSG00000122547	False
14001	chr7	36192827	2.22	+	ENSG00000122547	False
14002	chr7	36192828	-0.217	+	ENSG00000122547	False
14003	chr7	36192829	-0.167	+	ENSG00000122547	False
14004	chr7	36192830	1.385	+	ENSG00000122547	False
14005	chr7	36192831	2.922	+	ENSG00000122547	False
14006	chr7	36192832	1.774	+	ENSG00000122547	False
14007	chr7	36192833	1.649	+	ENSG00000122547	False
14008	chr7	36192834	1.292	+	ENSG00000122547	False
14009	chr7	36192835	1.415	+	ENSG00000122547	False
14010	chr7	36192836	0.09	+	ENSG00000122547	False
14011	chr7	36192837	3.093	+	ENSG00000122547	False
14012	chr7	36192838	0.855	+	ENSG00000122547	False
14013	chr7	36192839	1.285	+	ENSG00000122547	False
14014	chr7	36192840	0.08	+	ENSG00000122547	False
14015	chr7	36192841	0.034	+	ENSG00000122547	False
14016	chr7	36192842	0.402	+	ENSG00000122547	False
14017	chr7	36192843	0.158	+	ENSG00000122547	False
14018	chr7	36192844	0.843	+	ENSG00000122547	False
14019	chr7	36192845	0.502	+	ENSG00000122547	False
14020	chr7	36192846	0.245	+	ENSG00000122547	False
14021	chr7	36192847	0.493	+	ENSG00000122547	False
14022	chr7	36192848	0.144	+	ENSG00000122547	False
14023	chr7	36192849	0.0	+	ENSG00000122547	False
14024	chr7	36192850	0.104	+	ENSG00000122547	False
14025	chr7	36192851	0.122	+	ENSG00000122547	False
14026	chr7	36192852	0.122	+	ENSG00000122547	False
14027	chr7	36192853	0.104	+	ENSG00000122547	False
14028	chr7	36192854	-0.491	+	ENSG00000122547	False
14029	chr7	36192855	-0.2	+	ENSG00000122547	False
14030	chr7	36192856	-0.253	+	ENSG00000122547	False
14031	chr7	36192857	-0.519	+	ENSG00000122547	False
14032	chr7	36192858	-0.129	+	ENSG00000122547	False
14033	chr7	36192859	0.701	+	ENSG00000122547	False
14034	chr7	36192860	-1.2	+	ENSG00000122547	False
14035	chr7	36192861	4.859	+	ENSG00000122547	False
14036	chr7	36192862	1.451	+	ENSG00000122547	False
14037	chr7	36192863	1.729	+	ENSG00000122547	False
14038	chr7	36192864	2.491	+	ENSG00000122547	False
14039	chr7	36192865	1.784	+	ENSG00000122547	False
14040	chr7	36192866	0.684	+	ENSG00000122547	False
14041	chr7	36192867	-0.77	+	ENSG00000122547	False
14042	chr7	36192868	2.178	+	ENSG00000122547	False
14043	chr7	36192869	1.34	+	ENSG00000122547	False
14044	chr7	36192870	0.947	+	ENSG00000122547	False
14045	chr7	36192871	1.59	+	ENSG00000122547	False
14046	chr7	36192872	0.375	+	ENSG00000122547	False
14047	chr7	36192873	1.46	+	ENSG00000122547	False
14048	chr7	36192874	2.659	+	ENSG00000122547	False
14049	chr7	36192875	1.808	+	ENSG00000122547	False
14050	chr7	36192876	3.797	+	ENSG00000122547	False
14051	chr7	36192877	0.62	+	ENSG00000122547	False
14052	chr7	36192878	1.441	+	ENSG00000122547	False
14053	chr7	36192879	-2.287	+	ENSG00000122547	False
14054	chr7	36192880	0.242	+	ENSG00000122547	False
14055	chr7	36192881	0.001	+	ENSG00000122547	False
14056	chr7	36192882	1.384	+	ENSG00000122547	False
14057	chr7	36192883	-2.032	+	ENSG00000122547	False
14058	chr7	36192884	1.053	+	ENSG00000122547	False
14059	chr7	36192885	0.349	+	ENSG00000122547	False
14060	chr7	36192886	1.215	+	ENSG00000122547	False
14061	chr7	36192887	1.313	+	ENSG00000122547	False
14062	chr7	36192888	0.184	+	ENSG00000122547	False
14063	chr7	36192889	0.597	+	ENSG00000122547	False
14064	chr7	36192890	-0.22	+	ENSG00000122547	False
14065	chr7	36192891	0.273	+	ENSG00000122547	False
14066	chr7	36192892	0.123	+	ENSG00000122547	False
14067	chr7	36192893	-1.922	+	ENSG00000122547	False
14068	chr7	36192894	1.802	+	ENSG00000122547	False
14069	chr7	36192895	0.39	+	ENSG00000122547	False
14070	chr7	36192896	-0.462	+	ENSG00000122547	False
14071	chr7	36192897	-0.186	+	ENSG00000122547	False
14072	chr7	36192898	0.103	+	ENSG00000122547	False
14073	chr7	36192899	0.509	+	ENSG00000122547	False
14074	chr7	36192900	-0.341	+	ENSG00000122547	False
14075	chr7	36192901	-0.253	+	ENSG00000122547	False
14076	chr7	36192902	0.072	+	ENSG00000122547	False
14077	chr7	36192903	-0.238	+	ENSG00000122547	False
14078	chr7	36192904	0.046	+	ENSG00000122547	False
14079	chr7	36192905	0.351	+	ENSG00000122547	False
14080	chr7	36192906	1.262	+	ENSG00000122547	False
14081	chr7	36192907	-0.709	+	ENSG00000122547	False
14082	chr7	36192908	0.807	+	ENSG00000122547	False
14083	chr7	36192909	1.401	+	ENSG00000122547	False
14084	chr7	36192910	-0.922	+	ENSG00000122547	False
14085	chr7	36192911	0.441	+	ENSG00000122547	False
14086	chr7	36192912	0.039	+	ENSG00000122547	False
14087	chr7	36192913	-0.134	+	ENSG00000122547	False
14088	chr7	36192914	-0.552	+	ENSG00000122547	False
14089	chr7	36192915	0.746	+	ENSG00000122547	False
14090	chr7	36192916	-0.321	+	ENSG00000122547	False
14091	chr7	36192917	1.622	+	ENSG00000122547	False
14092	chr7	36192918	1.088	+	ENSG00000122547	False
14093	chr7	36192919	-0.003	+	ENSG00000122547	False
14094	chr7	36192920	-0.181	+	ENSG00000122547	False
14095	chr7	36192921	-0.186	+	ENSG00000122547	False
14096	chr7	36192922	-0.37	+	ENSG00000122547	False
14097	chr7	36192923	0.486	+	ENSG00000122547	False
14098	chr7	36192924	0.653	+	ENSG00000122547	False
14099	chr7	36192925	0.841	+	ENSG00000122547	False
14100	chr7	36192926	0.892	+	ENSG00000122547	False
14101	chr7	36192927	0.274	+	ENSG00000122547	False
14102	chr7	36192928	0.923	+	ENSG00000122547	False
14103	chr7	36192929	-0.046	+	ENSG00000122547	False
14104	chr7	36192930	-0.233	+	ENSG00000122547	False
14105	chr7	36192931	2.136	+	ENSG00000122547	False
14106	chr7	36192932	0.344	+	ENSG00000122547	False
14107	chr7	36192933	1.005	+	ENSG00000122547	False
14108	chr7	36192934	-0.456	+	ENSG00000122547	False
14109	chr7	36192935	1.002	+	ENSG00000122547	False
14110	chr7	36192936	0.519	+	ENSG00000122547	False
14111	chr7	36192937	-1.155	+	ENSG00000122547	False
14112	chr7	36192938	0.704	+	ENSG00000122547	False
14113	chr7	36192939	-0.363	+	ENSG00000122547	False
14114	chr7	36192940	-0.123	+	ENSG00000122547	False
14115	chr7	36192941	0.291	+	ENSG00000122547	False
14116	chr7	36192942	-0.297	+	ENSG00000122547	False
14117	chr7	36192943	0.304	+	ENSG00000122547	False
14118	chr7	36192944	1.293	+	ENSG00000122547	False
14119	chr7	36192945	2.343	+	ENSG00000122547	False
14120	chr7	36192946	-0.175	+	ENSG00000122547	False
14121	chr7	36192947	-0.148	+	ENSG00000122547	False
14122	chr7	36192948	0.91	+	ENSG00000122547	False
14123	chr7	36192949	-0.429	+	ENSG00000122547	False
14124	chr7	36192950	1.495	+	ENSG00000122547	False
14125	chr7	36192951	-0.854	+	ENSG00000122547	False
14126	chr7	36192952	0.815	+	ENSG00000122547	False
14127	chr7	36192953	0.042	+	ENSG00000122547	False
14128	chr7	36192954	-0.149	+	ENSG00000122547	False
14129	chr7	36192955	1.025	+	ENSG00000122547	False
14130	chr7	36192956	1.054	+	ENSG00000122547	False
14131	chr7	36192957	0.173	+	ENSG00000122547	False
14132	chr7	36192958	0.605	+	ENSG00000122547	False
14133	chr7	36192959	0.941	+	ENSG00000122547	False
14134	chr7	36192960	-0.271	+	ENSG00000122547	False
14135	chr7	36192961	1.366	+	ENSG00000122547	False
14136	chr7	36192962	-0.018	+	ENSG00000122547	False
14137	chr7	36192963	-0.2	+	ENSG00000122547	False
14138	chr7	36192964	0.768	+	ENSG00000122547	False
14139	chr7	36192965	0.377	+	ENSG00000122547	False
14140	chr7	36192966	-1.22	+	ENSG00000122547	False
14141	chr7	36192967	-0.521	+	ENSG00000122547	False
14142	chr7	36192968	-0.136	+	ENSG00000122547	False
14143	chr7	36192969	0.886	+	ENSG00000122547	False
14144	chr7	36192970	0.189	+	ENSG00000122547	False
14145	chr7	36192971	0.158	+	ENSG00000122547	False
14146	chr7	36192972	-0.43	+	ENSG00000122547	False
14147	chr7	36192973	-0.622	+	ENSG00000122547	False
14148	chr7	36192974	1.885	+	ENSG00000122547	False
14149	chr7	36192975	0.341	+	ENSG00000122547	False
14150	chr7	36192976	1.141	+	ENSG00000122547	False
14151	chr7	36192977	1.224	+	ENSG00000122547	False
14152	chr7	36192978	-0.107	+	ENSG00000122547	False
14153	chr7	36192979	-0.077	+	ENSG00000122547	False
14154	chr7	36192980	0.82	+	ENSG00000122547	False
14155	chr7	36192981	0.171	+	ENSG00000122547	False
14156	chr7	36192982	1.18	+	ENSG00000122547	False
14157	chr7	36192983	0.346	+	ENSG00000122547	False
14158	chr7	36192984	-0.061	+	ENSG00000122547	False
14159	chr7	36192985	1.151	+	ENSG00000122547	False
14160	chr7	36192986	0.057	+	ENSG00000122547	False
14161	chr7	36192987	0.439	+	ENSG00000122547	False
14162	chr7	36192988	0.112	+	ENSG00000122547	False
14163	chr7	36192989	0.096	+	ENSG00000122547	False
14164	chr7	36192990	0.112	+	ENSG00000122547	False
14165	chr7	36192991	0.023	+	ENSG00000122547	False
14166	chr7	36192992	-0.111	+	ENSG00000122547	False
14167	chr7	36192993	4.216	+	ENSG00000122547	False
14168	chr7	36192994	0.614	+	ENSG00000122547	False
14169	chr7	36192995	-1.143	+	ENSG00000122547	False
