	Chr	Pos	PhyloP	Strand	EnsemblID
6242	chr7	1066632	-0.119	-	ENSG00000146540
6243	chr7	1066633	-0.112	-	ENSG00000146540
6244	chr7	1066634	0.574	-	ENSG00000146540
6245	chr7	1066635	-0.594	-	ENSG00000146540
6246	chr7	1066636	0.326	-	ENSG00000146540
6247	chr7	1066637	0.089	-	ENSG00000146540
6248	chr7	1066638	0.576	-	ENSG00000146540
6249	chr7	1066639	-0.539	-	ENSG00000146540
6250	chr7	1066640	-0.679	-	ENSG00000146540
6251	chr7	1066641	0.618	-	ENSG00000146540
6252	chr7	1066642	0.019	-	ENSG00000146540
6253	chr7	1066643	-2.419	-	ENSG00000146540
6254	chr7	1066644	-0.71	-	ENSG00000146540
6255	chr7	1066645	-0.807	-	ENSG00000146540
6256	chr7	1066646	-1.604	-	ENSG00000146540
6257	chr7	1066647	-0.138	-	ENSG00000146540
6258	chr7	1066648	-1.114	-	ENSG00000146540
6259	chr7	1066649	-0.501	-	ENSG00000146540
6260	chr7	1066650	-0.103	-	ENSG00000146540
6261	chr7	1066651	-0.092	-	ENSG00000146540
6262	chr7	1066652	-0.987	-	ENSG00000146540
6263	chr7	1066653	-0.523	-	ENSG00000146540
6264	chr7	1066654	-1.14	-	ENSG00000146540
6265	chr7	1066655	-0.498	-	ENSG00000146540
6266	chr7	1066656	-0.826	-	ENSG00000146540
6267	chr7	1066657	-0.459	-	ENSG00000146540
6268	chr7	1066658	-0.483	-	ENSG00000146540
6269	chr7	1066659	0.093	-	ENSG00000146540
6270	chr7	1066660	-0.915	-	ENSG00000146540
6271	chr7	1066661	0.214	-	ENSG00000146540
6272	chr7	1066662	-0.454	-	ENSG00000146540
6273	chr7	1066663	-0.372	-	ENSG00000146540
6274	chr7	1067893	1.657	-	ENSG00000146540
6275	chr7	1067894	0.162	-	ENSG00000146540
6276	chr7	1067895	3.098	-	ENSG00000146540
6277	chr7	1067896	-0.35	-	ENSG00000146540
6278	chr7	1067897	0.65	-	ENSG00000146540
6279	chr7	1067898	-1.812	-	ENSG00000146540
6280	chr7	1067899	0.11	-	ENSG00000146540
6281	chr7	1067900	0.991	-	ENSG00000146540
6282	chr7	1067901	-2.349	-	ENSG00000146540
6283	chr7	1067902	0.594	-	ENSG00000146540
6284	chr7	1067903	0.541	-	ENSG00000146540
6285	chr7	1067904	0.133	-	ENSG00000146540
6286	chr7	1067905	-0.887	-	ENSG00000146540
6287	chr7	1067906	-0.928	-	ENSG00000146540
6288	chr7	1067907	-0.253	-	ENSG00000146540
6289	chr7	1067908	0.534	-	ENSG00000146540
6290	chr7	1067909	0.217	-	ENSG00000146540
6291	chr7	1067910	1.415	-	ENSG00000146540
6292	chr7	1067911	1.415	-	ENSG00000146540
6293	chr7	1067912	-0.784	-	ENSG00000146540
6294	chr7	1067913	0.313	-	ENSG00000146540
6295	chr7	1067914	0.203	-	ENSG00000146540
6296	chr7	1067915	-0.14	-	ENSG00000146540
6297	chr7	1067916	-0.03	-	ENSG00000146540
6298	chr7	1067917	-0.205	-	ENSG00000146540
6299	chr7	1067918	-0.708	-	ENSG00000146540
6300	chr7	1067919	0.292	-	ENSG00000146540
6301	chr7	1067920	0.721	-	ENSG00000146540
6302	chr7	1067921	0.118	-	ENSG00000146540
6303	chr7	1067922	-2.681	-	ENSG00000146540
6304	chr7	1067923	0.177	-	ENSG00000146540
6305	chr7	1067924	-0.564	-	ENSG00000146540
6306	chr7	1067925	-1.491	-	ENSG00000146540
6307	chr7	1067926	-1.361	-	ENSG00000146540
6308	chr7	1067927	-0.355	-	ENSG00000146540
6309	chr7	1067928	-1.377	-	ENSG00000146540
6310	chr7	1067929	0.376	-	ENSG00000146540
6311	chr7	1067930	1.133	-	ENSG00000146540
6312	chr7	1067931	-1.286	-	ENSG00000146540
6313	chr7	1067932	0.117	-	ENSG00000146540
6314	chr7	1067933	0.062	-	ENSG00000146540
6315	chr7	1067934	0.197	-	ENSG00000146540
6316	chr7	1067935	-0.183	-	ENSG00000146540
6317	chr7	1067936	0.096	-	ENSG00000146540
6318	chr7	1067937	-0.487	-	ENSG00000146540
6319	chr7	1067938	0.182	-	ENSG00000146540
6320	chr7	1067939	-1.203	-	ENSG00000146540
6321	chr7	1067940	-0.38	-	ENSG00000146540
6322	chr7	1067941	-2.612	-	ENSG00000146540
6323	chr7	1067942	-1.515	-	ENSG00000146540
6324	chr7	1067943	-0.404	-	ENSG00000146540
6325	chr7	1067944	-0.956	-	ENSG00000146540
6326	chr7	1067945	-1.057	-	ENSG00000146540
6327	chr7	1067946	-0.198	-	ENSG00000146540
6328	chr7	1067947	-0.978	-	ENSG00000146540
6329	chr7	1067948	-0.537	-	ENSG00000146540
6330	chr7	1067949	1.361	-	ENSG00000146540
6331	chr7	1067950	-0.243	-	ENSG00000146540
6332	chr7	1067951	-0.27	-	ENSG00000146540
6333	chr7	1067952	-1.279	-	ENSG00000146540
6334	chr7	1067953	-1.814	-	ENSG00000146540
6335	chr7	1067954	0.158	-	ENSG00000146540
6336	chr7	1067955	0.02	-	ENSG00000146540
6337	chr7	1067956	0.4	-	ENSG00000146540
6338	chr7	1067957	0.317	-	ENSG00000146540
6339	chr7	1067958	-0.219	-	ENSG00000146540
6340	chr7	1067959	0.075	-	ENSG00000146540
6341	chr7	1067960	-1.064	-	ENSG00000146540
6342	chr7	1067961	0.003	-	ENSG00000146540
6343	chr7	1067962	-0.511	-	ENSG00000146540
6344	chr7	1067963	-1.565	-	ENSG00000146540
6345	chr7	1067964	0.134	-	ENSG00000146540
6346	chr7	1067965	0.17	-	ENSG00000146540
6347	chr7	1067966	-1.0	-	ENSG00000146540
6348	chr7	1067967	-1.085	-	ENSG00000146540
6349	chr7	1067968	0.043	-	ENSG00000146540
6350	chr7	1067969	0.331	-	ENSG00000146540
6351	chr7	1067970	-0.184	-	ENSG00000146540
6352	chr7	1067971	0.295	-	ENSG00000146540
6353	chr7	1067972	0.496	-	ENSG00000146540
6354	chr7	1067973	-0.871	-	ENSG00000146540
6355	chr7	1067974	-0.96	-	ENSG00000146540
6356	chr7	1067975	0.056	-	ENSG00000146540
6357	chr7	1067976	0.915	-	ENSG00000146540
6358	chr7	1067977	-1.049	-	ENSG00000146540
6359	chr7	1067978	0.915	-	ENSG00000146540
6360	chr7	1067979	0.059	-	ENSG00000146540
6361	chr7	1067980	-0.212	-	ENSG00000146540
6362	chr7	1067981	-1.446	-	ENSG00000146540
6363	chr7	1067982	0.204	-	ENSG00000146540
6364	chr7	1067983	0.214	-	ENSG00000146540
6365	chr7	1067984	0.388	-	ENSG00000146540
6366	chr7	1067985	0.21	-	ENSG00000146540
6367	chr7	1067986	-0.196	-	ENSG00000146540
6368	chr7	1067987	0.323	-	ENSG00000146540
6369	chr7	1067988	1.217	-	ENSG00000146540
6370	chr7	1094909	0.696	-	ENSG00000146540
6371	chr7	1094910	0.092	-	ENSG00000146540
6372	chr7	1094911	1.048	-	ENSG00000146540
6373	chr7	1094912	0.438	-	ENSG00000146540
6374	chr7	1094913	1.39	-	ENSG00000146540
6375	chr7	1094914	3.698	-	ENSG00000146540
6376	chr7	1094915	1.09	-	ENSG00000146540
6377	chr7	1094916	2.633	-	ENSG00000146540
6378	chr7	1094917	1.972	-	ENSG00000146540
6379	chr7	1094918	2.655	-	ENSG00000146540
6380	chr7	1094919	4.246	-	ENSG00000146540
6381	chr7	1094920	2.47	-	ENSG00000146540
6382	chr7	1094921	1.611	-	ENSG00000146540
6383	chr7	1094922	3.626	-	ENSG00000146540
6384	chr7	1094923	-0.128	-	ENSG00000146540
6385	chr7	1094924	1.237	-	ENSG00000146540
6386	chr7	1094925	0.717	-	ENSG00000146540
6387	chr7	1094926	-2.389	-	ENSG00000146540
6388	chr7	1094927	-0.429	-	ENSG00000146540
6389	chr7	1094928	-0.095	-	ENSG00000146540
6390	chr7	1094929	-0.029	-	ENSG00000146540
6391	chr7	1094930	0.857	-	ENSG00000146540
6392	chr7	1094931	-0.981	-	ENSG00000146540
6393	chr7	1094932	-2.384	-	ENSG00000146540
6394	chr7	1094933	0.378	-	ENSG00000146540
6395	chr7	1094934	-0.325	-	ENSG00000146540
6396	chr7	1094935	2.655	-	ENSG00000146540
6397	chr7	1094936	-0.944	-	ENSG00000146540
6398	chr7	1094937	0.016	-	ENSG00000146540
6399	chr7	1094938	-0.068	-	ENSG00000146540
6400	chr7	1094939	-0.816	-	ENSG00000146540
6401	chr7	1094940	-0.296	-	ENSG00000146540
6402	chr7	1094941	-0.959	-	ENSG00000146540
6403	chr7	1094942	-2.375	-	ENSG00000146540
6404	chr7	1148963	-0.528	-	ENSG00000146540
6405	chr7	1148964	0.268	-	ENSG00000146540
6406	chr7	1148965	0.27	-	ENSG00000146540
6407	chr7	1148966	1.416	-	ENSG00000146540
6408	chr7	1148967	0.362	-	ENSG00000146540
6409	chr7	1148968	-0.453	-	ENSG00000146540
6410	chr7	1148969	0.219	-	ENSG00000146540
6411	chr7	1148970	-0.556	-	ENSG00000146540
6412	chr7	1148971	-0.572	-	ENSG00000146540
6413	chr7	1148972	-1.12	-	ENSG00000146540
6414	chr7	1148973	-0.179	-	ENSG00000146540
6415	chr7	1148974	-0.068	-	ENSG00000146540
6416	chr7	1148975	-1.042	-	ENSG00000146540
6417	chr7	1148976	-0.026	-	ENSG00000146540
6418	chr7	1148977	1.416	-	ENSG00000146540
6419	chr7	1148978	-0.269	-	ENSG00000146540
6420	chr7	1148979	1.496	-	ENSG00000146540
6421	chr7	1148980	-1.298	-	ENSG00000146540
6422	chr7	1148981	-1.033	-	ENSG00000146540
6423	chr7	1148982	-0.869	-	ENSG00000146540
6424	chr7	1148983	-0.25	-	ENSG00000146540
6425	chr7	1148984	0.42	-	ENSG00000146540
6426	chr7	1148985	1.529	-	ENSG00000146540
6427	chr7	1148986	-0.226	-	ENSG00000146540
6428	chr7	1148987	-0.41	-	ENSG00000146540
6429	chr7	1148988	-0.05	-	ENSG00000146540
6430	chr7	1148989	0.307	-	ENSG00000146540
6431	chr7	1148990	0.318	-	ENSG00000146540
6432	chr7	1148991	0.254	-	ENSG00000146540
6433	chr7	1148992	0.299	-	ENSG00000146540
6434	chr7	1148993	0.392	-	ENSG00000146540
6435	chr7	1148994	0.466	-	ENSG00000146540
6436	chr7	1148995	1.514	-	ENSG00000146540
6437	chr7	1148996	0.284	-	ENSG00000146540
6438	chr7	1148997	-0.229	-	ENSG00000146540
6439	chr7	1148998	0.025	-	ENSG00000146540
6440	chr7	1148999	0.246	-	ENSG00000146540
6441	chr7	1149000	-0.103	-	ENSG00000146540
6442	chr7	1149001	-0.374	-	ENSG00000146540
6443	chr7	1149002	-0.012	-	ENSG00000146540
6444	chr7	1149003	-0.556	-	ENSG00000146540
6445	chr7	1149004	-0.24	-	ENSG00000146540
6446	chr7	1149005	0.076	-	ENSG00000146540
6447	chr7	1149006	0.468	-	ENSG00000146540
6448	chr7	1149007	-0.17	-	ENSG00000146540
6449	chr7	1149008	-0.263	-	ENSG00000146540
6450	chr7	1149009	-0.216	-	ENSG00000146540
6451	chr7	1149010	-0.894	-	ENSG00000146540
6452	chr7	1149011	-1.976	-	ENSG00000146540
6453	chr7	1149012	0.154	-	ENSG00000146540
6454	chr7	1149013	0.735	-	ENSG00000146540
6455	chr7	1149014	-0.029	-	ENSG00000146540
6456	chr7	1149015	0.032	-	ENSG00000146540
6457	chr7	1149016	0.031	-	ENSG00000146540
6458	chr7	1149017	0.201	-	ENSG00000146540
6459	chr7	1149018	0.154	-	ENSG00000146540
6460	chr7	1149019	0.128	-	ENSG00000146540
6461	chr7	1149020	-0.547	-	ENSG00000146540
6462	chr7	1149021	-0.15	-	ENSG00000146540
6463	chr7	1149022	-0.036	-	ENSG00000146540
6464	chr7	1149023	-0.263	-	ENSG00000146540
6465	chr7	1149024	-0.141	-	ENSG00000146540
6466	chr7	1149025	-0.286	-	ENSG00000146540
6467	chr7	1149026	-0.178	-	ENSG00000146540
6468	chr7	1149027	-0.444	-	ENSG00000146540
6469	chr7	1149028	-0.125	-	ENSG00000146540
6470	chr7	1149029	0.495	-	ENSG00000146540
6471	chr7	1149030	1.577	-	ENSG00000146540
6472	chr7	1149031	-0.461	-	ENSG00000146540
6473	chr7	1149032	-0.707	-	ENSG00000146540
6474	chr7	1149033	-0.346	-	ENSG00000146540
6475	chr7	1149034	0.255	-	ENSG00000146540
6476	chr7	1149035	-0.601	-	ENSG00000146540
6477	chr7	1149036	-1.237	-	ENSG00000146540
6478	chr7	1149037	-0.65	-	ENSG00000146540
6479	chr7	1149038	-0.215	-	ENSG00000146540
6480	chr7	1149039	0.152	-	ENSG00000146540
6481	chr7	1149040	1.577	-	ENSG00000146540
6482	chr7	1149041	0.496	-	ENSG00000146540
6483	chr7	1149042	-0.607	-	ENSG00000146540
6484	chr7	1149043	-0.141	-	ENSG00000146540
6485	chr7	1149044	-0.272	-	ENSG00000146540
6486	chr7	1149045	-0.292	-	ENSG00000146540
6487	chr7	1149046	0.196	-	ENSG00000146540
6488	chr7	1149047	0.214	-	ENSG00000146540
6489	chr7	1149048	-0.342	-	ENSG00000146540
6490	chr7	1149049	-2.029	-	ENSG00000146540
6491	chr7	1149050	-0.559	-	ENSG00000146540
6492	chr7	1149051	-0.216	-	ENSG00000146540
6493	chr7	1149052	-0.772	-	ENSG00000146540
6494	chr7	1149053	-0.521	-	ENSG00000146540
6495	chr7	1149054	0.021	-	ENSG00000146540
6496	chr7	1149055	-0.657	-	ENSG00000146540
6497	chr7	1149056	-1.355	-	ENSG00000146540
6498	chr7	1149057	0.451	-	ENSG00000146540
6499	chr7	1149058	-0.07	-	ENSG00000146540
6500	chr7	1149059	-1.044	-	ENSG00000146540
6501	chr7	1149060	-0.907	-	ENSG00000146540
6502	chr7	1149061	-0.937	-	ENSG00000146540
6503	chr7	1149062	-1.508	-	ENSG00000146540
6504	chr7	1149063	-2.909	-	ENSG00000146540
6505	chr7	1149064	-1.484	-	ENSG00000146540
6506	chr7	1149065	1.557	-	ENSG00000146540
6507	chr7	1149066	0.118	-	ENSG00000146540
6508	chr7	1149067	-1.098	-	ENSG00000146540
6509	chr7	1149068	0.023	-	ENSG00000146540
6510	chr7	1149069	-1.269	-	ENSG00000146540
6511	chr7	1149070	-1.367	-	ENSG00000146540
6512	chr7	1149071	-0.096	-	ENSG00000146540
6513	chr7	1149072	-0.088	-	ENSG00000146540
6514	chr7	1149073	0.805	-	ENSG00000146540
6515	chr7	1149074	0.056	-	ENSG00000146540
6516	chr7	1149075	0.099	-	ENSG00000146540
6517	chr7	1149076	0.012	-	ENSG00000146540
6518	chr7	1149077	0.011	-	ENSG00000146540
6519	chr7	1149078	-0.475	-	ENSG00000146540
6520	chr7	1149079	-0.338	-	ENSG00000146540
6521	chr7	1149080	0.72	-	ENSG00000146540
6522	chr7	1149081	-0.761	-	ENSG00000146540
6523	chr7	1149082	-0.159	-	ENSG00000146540
6524	chr7	1149083	-0.361	-	ENSG00000146540
6525	chr7	1149084	-1.376	-	ENSG00000146540
6526	chr7	1149085	-1.076	-	ENSG00000146540
6527	chr7	1149086	0.334	-	ENSG00000146540
6528	chr7	1149087	-0.054	-	ENSG00000146540
6529	chr7	1149088	-0.265	-	ENSG00000146540
6530	chr7	1149089	-0.802	-	ENSG00000146540
6531	chr7	1149090	-0.761	-	ENSG00000146540
6532	chr7	1149091	-0.495	-	ENSG00000146540
6533	chr7	1149092	-0.063	-	ENSG00000146540
6534	chr7	1149093	0.609	-	ENSG00000146540
6535	chr7	1149094	0.003	-	ENSG00000146540
6536	chr7	1149095	-0.01	-	ENSG00000146540
6537	chr7	1149096	-1.247	-	ENSG00000146540
6538	chr7	1149097	-1.696	-	ENSG00000146540
6539	chr7	1166892	0.759	-	ENSG00000146540
6540	chr7	1166893	0.736	-	ENSG00000146540
6541	chr7	1166894	-2.003	-	ENSG00000146540
6542	chr7	1166895	-0.045	-	ENSG00000146540
6543	chr7	1166896	-0.068	-	ENSG00000146540
6544	chr7	1166897	-0.094	-	ENSG00000146540
6545	chr7	1166898	-0.326	-	ENSG00000146540
6546	chr7	1166899	-1.172	-	ENSG00000146540
6547	chr7	1166900	-0.702	-	ENSG00000146540
6548	chr7	1166901	-1.368	-	ENSG00000146540
6549	chr7	1166902	0.047	-	ENSG00000146540
6550	chr7	1166903	0.368	-	ENSG00000146540
6551	chr7	1166904	-0.598	-	ENSG00000146540
6552	chr7	1166905	-0.609	-	ENSG00000146540
6553	chr7	1166906	0.372	-	ENSG00000146540
6554	chr7	1166907	-0.932	-	ENSG00000146540
6555	chr7	1166908	0.121	-	ENSG00000146540
6556	chr7	1166909	-0.245	-	ENSG00000146540
6557	chr7	1166910	-2.813	-	ENSG00000146540
6558	chr7	1166911	-0.001	-	ENSG00000146540
6559	chr7	1166912	-3.561	-	ENSG00000146540
6560	chr7	1166913	-1.548	-	ENSG00000146540
6561	chr7	1166914	-2.089	-	ENSG00000146540
6562	chr7	1166915	-0.112	-	ENSG00000146540
6563	chr7	1166916	-0.101	-	ENSG00000146540
6564	chr7	1166917	-0.07	-	ENSG00000146540
6565	chr7	1166918	-0.423	-	ENSG00000146540
6566	chr7	1166919	-2.283	-	ENSG00000146540
6567	chr7	1166920	-0.189	-	ENSG00000146540
6568	chr7	1166921	-3.278	-	ENSG00000146540
6569	chr7	1166922	0.355	-	ENSG00000146540
6570	chr7	1166923	0.384	-	ENSG00000146540
6571	chr7	1166924	0.054	-	ENSG00000146540
6572	chr7	1166925	-1.111	-	ENSG00000146540
6573	chr7	1166926	-0.266	-	ENSG00000146540
6574	chr7	1166927	1.415	-	ENSG00000146540
6575	chr7	1166928	-1.974	-	ENSG00000146540
6576	chr7	1166929	0.099	-	ENSG00000146540
6577	chr7	1166930	0.077	-	ENSG00000146540
6578	chr7	1166931	-2.424	-	ENSG00000146540
6579	chr7	1166932	0.147	-	ENSG00000146540
6580	chr7	1166933	-0.138	-	ENSG00000146540
6581	chr7	1166934	0.086	-	ENSG00000146540
6582	chr7	1166935	-1.784	-	ENSG00000146540
6583	chr7	1166936	-0.162	-	ENSG00000146540
6584	chr7	1166937	-0.45	-	ENSG00000146540
6585	chr7	1166938	-1.745	-	ENSG00000146540
6586	chr7	1166939	0.602	-	ENSG00000146540
6587	chr7	1166940	-1.162	-	ENSG00000146540
6588	chr7	1166941	-2.8	-	ENSG00000146540
6589	chr7	1166942	-0.409	-	ENSG00000146540
6590	chr7	1166943	0.081	-	ENSG00000146540
6591	chr7	1166944	0.808	-	ENSG00000146540
6592	chr7	1166945	2.661	-	ENSG00000146540
6593	chr7	1166946	-1.324	-	ENSG00000146540
6594	chr7	1166947	-0.57	-	ENSG00000146540
6595	chr7	1166948	-0.456	-	ENSG00000146540
6596	chr7	1166949	-1.018	-	ENSG00000146540
6597	chr7	1166950	0.319	-	ENSG00000146540
6598	chr7	1166951	-0.333	-	ENSG00000146540
6599	chr7	1166952	-4.035	-	ENSG00000146540
6600	chr7	1166953	0.754	-	ENSG00000146540
6601	chr7	1166954	-0.742	-	ENSG00000146540
6602	chr7	1166955	-2.396	-	ENSG00000146540
6603	chr7	1166956	-0.727	-	ENSG00000146540
6604	chr7	1166957	-0.682	-	ENSG00000146540
6605	chr7	1166958	0.292	-	ENSG00000146540
6606	chr7	1166959	0.766	-	ENSG00000146540
6607	chr7	1166960	0.05	-	ENSG00000146540
6608	chr7	1166961	0.31	-	ENSG00000146540
6609	chr7	1166962	1.381	-	ENSG00000146540
6610	chr7	1166963	2.739	-	ENSG00000146540
6611	chr7	1166964	-0.666	-	ENSG00000146540
6612	chr7	1166965	0.552	-	ENSG00000146540
6613	chr7	1166966	-1.297	-	ENSG00000146540
6614	chr7	1166967	-0.8	-	ENSG00000146540
6615	chr7	1166968	1.457	-	ENSG00000146540
6616	chr7	1166969	0.814	-	ENSG00000146540
6617	chr7	1166970	0.397	-	ENSG00000146540
6618	chr7	1166971	0.812	-	ENSG00000146540
6619	chr7	1166972	2.739	-	ENSG00000146540
6620	chr7	1166973	-0.319	-	ENSG00000146540
6621	chr7	1166974	0.109	-	ENSG00000146540
6622	chr7	1166975	1.441	-	ENSG00000146540
6623	chr7	1166976	0.751	-	ENSG00000146540
6624	chr7	1166977	1.446	-	ENSG00000146540
6625	chr7	1166978	1.438	-	ENSG00000146540
6626	chr7	1166979	0.373	-	ENSG00000146540
6627	chr7	1166980	1.457	-	ENSG00000146540
6628	chr7	1166981	1.466	-	ENSG00000146540
6629	chr7	1166982	0.352	-	ENSG00000146540
6630	chr7	1166983	-0.597	-	ENSG00000146540
6631	chr7	1166984	0.774	-	ENSG00000146540
6632	chr7	1166985	-0.076	-	ENSG00000146540
6633	chr7	1166986	0.343	-	ENSG00000146540
6634	chr7	1166987	0.084	-	ENSG00000146540
6635	chr7	1166988	0.749	-	ENSG00000146540
6636	chr7	1166989	0.271	-	ENSG00000146540
6637	chr7	1166990	-0.104	-	ENSG00000146540
6638	chr7	1166991	0.813	-	ENSG00000146540
6639	chr7	1166992	0.38	-	ENSG00000146540
6640	chr7	1166993	-0.318	-	ENSG00000146540
6641	chr7	1166994	-2.884	-	ENSG00000146540
6642	chr7	1166995	0.078	-	ENSG00000146540
6643	chr7	1166996	-0.763	-	ENSG00000146540
6644	chr7	1166997	-0.203	-	ENSG00000146540
6645	chr7	1166998	-0.538	-	ENSG00000146540
6646	chr7	1166999	-0.618	-	ENSG00000146540
6647	chr7	1167000	0.384	-	ENSG00000146540
6648	chr7	1167001	2.739	-	ENSG00000146540
6649	chr7	1167002	2.739	-	ENSG00000146540
6650	chr7	1167003	0.812	-	ENSG00000146540
6651	chr7	1167004	1.408	-	ENSG00000146540
6652	chr7	1167005	0.385	-	ENSG00000146540
6653	chr7	1167006	0.776	-	ENSG00000146540
6654	chr7	1167007	2.739	-	ENSG00000146540
6655	chr7	1167008	2.739	-	ENSG00000146540
6656	chr7	1167009	-0.427	-	ENSG00000146540
6657	chr7	1167010	0.11	-	ENSG00000146540
6658	chr7	1167011	3.363	-	ENSG00000146540
6659	chr7	1167012	0.773	-	ENSG00000146540
6660	chr7	1167013	1.464	-	ENSG00000146540
6661	chr7	1167014	0.126	-	ENSG00000146540
6662	chr7	1167015	-0.585	-	ENSG00000146540
6663	chr7	1167016	0.639	-	ENSG00000146540
6664	chr7	1167017	0.734	-	ENSG00000146540
6665	chr7	1167018	2.673	-	ENSG00000146540
6666	chr7	1167019	3.187	-	ENSG00000146540
6667	chr7	1167020	2.739	-	ENSG00000146540
6668	chr7	1167021	1.411	-	ENSG00000146540
6669	chr7	1167022	1.412	-	ENSG00000146540
6670	chr7	1176950	0.169	-	ENSG00000146540
6671	chr7	1176951	-0.056	-	ENSG00000146540
6672	chr7	1176952	-1.279	-	ENSG00000146540
6673	chr7	1176953	0.165	-	ENSG00000146540
6674	chr7	1176954	-2.002	-	ENSG00000146540
6675	chr7	1176955	-1.461	-	ENSG00000146540
6676	chr7	1176956	-0.199	-	ENSG00000146540
6677	chr7	1176957	-0.257	-	ENSG00000146540
6678	chr7	1176958	-0.111	-	ENSG00000146540
6679	chr7	1176959	-0.465	-	ENSG00000146540
6680	chr7	1176960	0.804	-	ENSG00000146540
6681	chr7	1176961	-1.583	-	ENSG00000146540
6682	chr7	1176962	-0.749	-	ENSG00000146540
6683	chr7	1176963	-0.098	-	ENSG00000146540
6684	chr7	1176964	0.171	-	ENSG00000146540
6685	chr7	1176965	-0.172	-	ENSG00000146540
6686	chr7	1176966	-0.591	-	ENSG00000146540
6687	chr7	1176967	0.277	-	ENSG00000146540
6688	chr7	1176968	0.177	-	ENSG00000146540
6689	chr7	1176969	1.084	-	ENSG00000146540
6690	chr7	1176970	-0.168	-	ENSG00000146540
6691	chr7	1176971	1.108	-	ENSG00000146540
6692	chr7	1176972	-0.133	-	ENSG00000146540
6693	chr7	1176973	-2.069	-	ENSG00000146540
6694	chr7	1176974	-0.238	-	ENSG00000146540
6695	chr7	1176975	-0.3	-	ENSG00000146540
6696	chr7	1176976	1.219	-	ENSG00000146540
6697	chr7	1176977	0.184	-	ENSG00000146540
6698	chr7	1176978	-0.649	-	ENSG00000146540
6699	chr7	1176979	0.158	-	ENSG00000146540
6700	chr7	1176980	-0.069	-	ENSG00000146540
6701	chr7	1176981	-0.839	-	ENSG00000146540
6702	chr7	1176982	1.084	-	ENSG00000146540
6703	chr7	1176983	0.154	-	ENSG00000146540
6704	chr7	1176984	-1.41	-	ENSG00000146540
6705	chr7	1176985	1.061	-	ENSG00000146540
6706	chr7	1176986	-1.484	-	ENSG00000146540
6707	chr7	1176987	-0.708	-	ENSG00000146540
6708	chr7	1176988	-0.785	-	ENSG00000146540
6709	chr7	1176989	0.154	-	ENSG00000146540
6710	chr7	1176990	-0.189	-	ENSG00000146540
6711	chr7	1176991	-1.308	-	ENSG00000146540
6712	chr7	1176992	-0.315	-	ENSG00000146540
6713	chr7	1176993	-0.101	-	ENSG00000146540
6714	chr7	1176994	0.309	-	ENSG00000146540
6715	chr7	1176995	1.272	-	ENSG00000146540
6716	chr7	1176996	0.296	-	ENSG00000146540
6717	chr7	1176997	-2.845	-	ENSG00000146540
6718	chr7	1176998	-0.072	-	ENSG00000146540
6719	chr7	1176999	-1.481	-	ENSG00000146540
6720	chr7	1177000	-0.138	-	ENSG00000146540
6721	chr7	1177001	-0.094	-	ENSG00000146540
6722	chr7	1177002	0.242	-	ENSG00000146540
6723	chr7	1177003	-0.246	-	ENSG00000146540
6724	chr7	1177004	0.151	-	ENSG00000146540
6725	chr7	1177005	1.084	-	ENSG00000146540
6726	chr7	1177006	1.272	-	ENSG00000146540
6727	chr7	1177007	1.084	-	ENSG00000146540
6728	chr7	1177008	-0.199	-	ENSG00000146540
6729	chr7	1177009	0.272	-	ENSG00000146540
6730	chr7	1177010	-0.432	-	ENSG00000146540
6731	chr7	1177011	0.29	-	ENSG00000146540
6732	chr7	1177012	1.108	-	ENSG00000146540
6733	chr7	1177013	-0.191	-	ENSG00000146540
6734	chr7	1177014	-0.651	-	ENSG00000146540
6735	chr7	1177015	0.3	-	ENSG00000146540
6736	chr7	1177016	-0.077	-	ENSG00000146540
6737	chr7	1177017	-0.532	-	ENSG00000146540
6738	chr7	1177018	-0.248	-	ENSG00000146540
6739	chr7	1177019	-0.728	-	ENSG00000146540
6740	chr7	1177020	-0.172	-	ENSG00000146540
6741	chr7	1177021	-0.657	-	ENSG00000146540
6742	chr7	1177022	0.306	-	ENSG00000146540
6743	chr7	1177023	0.18	-	ENSG00000146540
6744	chr7	1177024	-0.233	-	ENSG00000146540
6745	chr7	1177025	0.166	-	ENSG00000146540
6746	chr7	1177026	-0.197	-	ENSG00000146540
6747	chr7	1177027	0.096	-	ENSG00000146540
6748	chr7	1177028	1.189	-	ENSG00000146540
6749	chr7	1177029	0.096	-	ENSG00000146540
6750	chr7	1177030	0.18	-	ENSG00000146540
6751	chr7	1177031	0.184	-	ENSG00000146540
6752	chr7	1177032	-0.481	-	ENSG00000146540
6753	chr7	1177033	-0.168	-	ENSG00000146540
6754	chr7	1177034	0.132	-	ENSG00000146540
6755	chr7	1177035	-2.534	-	ENSG00000146540
6756	chr7	1177036	0.232	-	ENSG00000146540
6757	chr7	1177037	0.924	-	ENSG00000146540
6758	chr7	1177038	-0.745	-	ENSG00000146540
6759	chr7	1177039	1.113	-	ENSG00000146540
6760	chr7	1177040	0.126	-	ENSG00000146540
6761	chr7	1177041	-0.243	-	ENSG00000146540
6762	chr7	1177042	0.313	-	ENSG00000146540
6763	chr7	1177043	-1.213	-	ENSG00000146540
6764	chr7	1177044	-0.925	-	ENSG00000146540
6765	chr7	1177045	-0.459	-	ENSG00000146540
6766	chr7	1177046	0.185	-	ENSG00000146540
6767	chr7	1177047	0.168	-	ENSG00000146540
