	Chr	Pos	PhyloP	Strand	EnsemblID
3377	chr6	18213912	0.643000	+	ENSG00000165097
3378	chr6	18213913	7.932000	+	ENSG00000165097
3379	chr6	18213914	9.730000	+	ENSG00000165097
3380	chr6	18213915	9.730000	+	ENSG00000165097
3381	chr6	18213916	9.730000	+	ENSG00000165097
3382	chr6	18213917	9.209000	+	ENSG00000165097
3383	chr6	18213918	1.295000	+	ENSG00000165097
3384	chr6	18213919	3.507000	+	ENSG00000165097
3385	chr6	18213920	1.446000	+	ENSG00000165097
3386	chr6	18213921	0.739000	+	ENSG00000165097
3387	chr6	18213922	9.209000	+	ENSG00000165097
3388	chr6	18213923	9.209000	+	ENSG00000165097
3389	chr6	18213924	2.412000	+	ENSG00000165097
3390	chr6	18213925	5.168000	+	ENSG00000165097
3391	chr6	18213926	7.932000	+	ENSG00000165097
3392	chr6	18213927	0.197000	+	ENSG00000165097
3393	chr6	18213928	5.854000	+	ENSG00000165097
3394	chr6	18213929	7.453000	+	ENSG00000165097
3395	chr6	18213930	3.358000	+	ENSG00000165097
3396	chr6	18213931	7.870000	+	ENSG00000165097
3397	chr6	18213932	9.730000	+	ENSG00000165097
3398	chr6	18213933	-0.215000	+	ENSG00000165097
3399	chr6	18213934	9.730000	+	ENSG00000165097
3400	chr6	18213935	7.713000	+	ENSG00000165097
3401	chr6	18213936	0.499000	+	ENSG00000165097
3402	chr6	18213937	9.730000	+	ENSG00000165097
3403	chr6	18213938	9.209000	+	ENSG00000165097
3404	chr6	18213939	0.948000	+	ENSG00000165097
3405	chr6	18213940	7.932000	+	ENSG00000165097
3406	chr6	18213941	3.315000	+	ENSG00000165097
3407	chr6	18213942	0.563000	+	ENSG00000165097
3408	chr6	18213943	7.932000	+	ENSG00000165097
3409	chr6	18213944	7.932000	+	ENSG00000165097
3410	chr6	18213945	0.047000	+	ENSG00000165097
3411	chr6	18213946	9.730000	+	ENSG00000165097
3412	chr6	18213947	9.730000	+	ENSG00000165097
3413	chr6	18213948	-0.587000	+	ENSG00000165097
3414	chr6	18213949	5.899000	+	ENSG00000165097
3415	chr6	18213950	7.377000	+	ENSG00000165097
3416	chr6	18213951	-0.338000	+	ENSG00000165097
3417	chr6	18213952	3.128000	+	ENSG00000165097
3418	chr6	18213953	7.932000	+	ENSG00000165097
3419	chr6	18213954	-0.025000	+	ENSG00000165097
3420	chr6	18213955	5.945000	+	ENSG00000165097
3421	chr6	18213956	7.713000	+	ENSG00000165097
3422	chr6	18213957	0.486000	+	ENSG00000165097
3423	chr6	18213958	5.957000	+	ENSG00000165097
3424	chr6	18213959	7.713000	+	ENSG00000165097
3425	chr6	18213960	-0.771000	+	ENSG00000165097
3426	chr6	18213961	1.630000	+	ENSG00000165097
3427	chr6	18213962	0.947000	+	ENSG00000165097
3428	chr6	18213963	1.417000	+	ENSG00000165097
3429	chr6	18213964	4.606000	+	ENSG00000165097
3430	chr6	18213965	2.510000	+	ENSG00000165097
3431	chr6	18213966	1.049000	+	ENSG00000165097
3432	chr6	18213967	5.841000	+	ENSG00000165097
3433	chr6	18213968	4.390000	+	ENSG00000165097
3434	chr6	18213969	1.036000	+	ENSG00000165097
3435	chr6	18213970	3.006000	+	ENSG00000165097
3436	chr6	18213971	7.453000	+	ENSG00000165097
3437	chr6	18213972	0.504000	+	ENSG00000165097
3438	chr6	18213973	3.844000	+	ENSG00000165097
3439	chr6	18213974	9.730000	+	ENSG00000165097
3440	chr6	18213975	-0.320000	+	ENSG00000165097
3441	chr6	18213976	9.730000	+	ENSG00000165097
3442	chr6	18213977	9.730000	+	ENSG00000165097
3443	chr6	18213978	0.252000	+	ENSG00000165097
3444	chr6	18213979	4.779000	+	ENSG00000165097
3445	chr6	18213980	7.932000	+	ENSG00000165097
3446	chr6	18213981	0.098000	+	ENSG00000165097
3447	chr6	18213982	7.932000	+	ENSG00000165097
3448	chr6	18213983	7.932000	+	ENSG00000165097
3449	chr6	18213984	0.004000	+	ENSG00000165097
3450	chr6	18213985	5.003000	+	ENSG00000165097
3451	chr6	18213986	5.749000	+	ENSG00000165097
3452	chr6	18213987	-0.426000	+	ENSG00000165097
3453	chr6	18213988	7.840000	+	ENSG00000165097
3454	chr6	18213989	7.932000	+	ENSG00000165097
3455	chr6	18213990	-0.788000	+	ENSG00000165097
3456	chr6	18213991	7.932000	+	ENSG00000165097
3457	chr6	18213992	5.147000	+	ENSG00000165097
3458	chr6	18213993	3.204000	+	ENSG00000165097
3459	chr6	18213994	7.932000	+	ENSG00000165097
3460	chr6	18213995	9.209000	+	ENSG00000165097
3461	chr6	18213996	1.056000	+	ENSG00000165097
3462	chr6	18213997	9.730000	+	ENSG00000165097
3463	chr6	18213998	9.209000	+	ENSG00000165097
3464	chr6	18213999	0.024000	+	ENSG00000165097
3465	chr6	18214000	3.930000	+	ENSG00000165097
3466	chr6	18214001	7.932000	+	ENSG00000165097
3467	chr6	18214002	7.804000	+	ENSG00000165097
3468	chr6	18214003	6.523000	+	ENSG00000165097
3469	chr6	18214004	5.117000	+	ENSG00000165097
3470	chr6	18214005	2.228000	+	ENSG00000165097
3471	chr6	18214006	4.866000	+	ENSG00000165097
3472	chr6	18214007	7.713000	+	ENSG00000165097
3473	chr6	18214008	-0.234000	+	ENSG00000165097
3474	chr6	18214009	2.493000	+	ENSG00000165097
3475	chr6	18214010	9.209000	+	ENSG00000165097
3476	chr6	18214011	9.730000	+	ENSG00000165097
3477	chr6	18214012	9.730000	+	ENSG00000165097
3478	chr6	18215237	2.671000	+	ENSG00000165097
3479	chr6	18215238	7.777000	+	ENSG00000165097
3480	chr6	18215239	0.881000	+	ENSG00000165097
3481	chr6	18215240	1.340000	+	ENSG00000165097
3482	chr6	18215241	6.205000	+	ENSG00000165097
3483	chr6	18215242	2.623000	+	ENSG00000165097
3484	chr6	18215243	1.131000	+	ENSG00000165097
3485	chr6	18215244	6.187000	+	ENSG00000165097
3486	chr6	18215245	-0.355000	+	ENSG00000165097
3487	chr6	18215246	3.938000	+	ENSG00000165097
3488	chr6	18215247	6.148000	+	ENSG00000165097
3489	chr6	18215248	1.039000	+	ENSG00000165097
3490	chr6	18215249	7.943000	+	ENSG00000165097
3491	chr6	18215250	8.012000	+	ENSG00000165097
3492	chr6	18215251	0.791000	+	ENSG00000165097
3493	chr6	18215252	0.250000	+	ENSG00000165097
3494	chr6	18215253	8.012000	+	ENSG00000165097
3495	chr6	18215254	1.210000	+	ENSG00000165097
3496	chr6	18215255	9.307000	+	ENSG00000165097
3497	chr6	18215256	8.012000	+	ENSG00000165097
3498	chr6	18215257	9.835000	+	ENSG00000165097
3499	chr6	18215258	6.144000	+	ENSG00000165097
3500	chr6	18215259	7.785000	+	ENSG00000165097
3501	chr6	18215260	-1.299000	+	ENSG00000165097
3502	chr6	18215261	6.699000	+	ENSG00000165097
3503	chr6	18215262	8.012000	+	ENSG00000165097
3504	chr6	18215263	1.329000	+	ENSG00000165097
3505	chr6	18215264	3.043000	+	ENSG00000165097
3506	chr6	18215265	8.012000	+	ENSG00000165097
3507	chr6	18215266	-2.977000	+	ENSG00000165097
3508	chr6	18215267	2.465000	+	ENSG00000165097
3509	chr6	18215268	3.225000	+	ENSG00000165097
3510	chr6	18215269	-0.846000	+	ENSG00000165097
3511	chr6	18215270	9.835000	+	ENSG00000165097
3512	chr6	18215271	9.835000	+	ENSG00000165097
3513	chr6	18215272	-1.164000	+	ENSG00000165097
3514	chr6	18215273	7.890000	+	ENSG00000165097
3515	chr6	18215274	9.307000	+	ENSG00000165097
3516	chr6	18215275	0.813000	+	ENSG00000165097
3517	chr6	18215276	4.577000	+	ENSG00000165097
3518	chr6	18215277	7.791000	+	ENSG00000165097
3519	chr6	18215278	-0.891000	+	ENSG00000165097
3520	chr6	18215279	7.851000	+	ENSG00000165097
3521	chr6	18215280	6.249000	+	ENSG00000165097
3522	chr6	18215281	-0.208000	+	ENSG00000165097
3523	chr6	18215282	1.149000	+	ENSG00000165097
3524	chr6	18215283	3.979000	+	ENSG00000165097
3525	chr6	18215284	-2.250000	+	ENSG00000165097
3526	chr6	18215285	0.376000	+	ENSG00000165097
3527	chr6	18215286	2.908000	+	ENSG00000165097
3528	chr6	18215287	-0.382000	+	ENSG00000165097
3529	chr6	18215288	0.040000	+	ENSG00000165097
3530	chr6	18215289	8.012000	+	ENSG00000165097
3531	chr6	18215290	-0.478000	+	ENSG00000165097
3532	chr6	18215291	-0.016000	+	ENSG00000165097
3533	chr6	18215292	1.193000	+	ENSG00000165097
3534	chr6	18215293	2.335000	+	ENSG00000165097
3535	chr6	18215294	5.123000	+	ENSG00000165097
3536	chr6	18215295	1.608000	+	ENSG00000165097
3537	chr6	18215296	0.490000	+	ENSG00000165097
3538	chr6	18215297	1.496000	+	ENSG00000165097
3539	chr6	18215298	8.012000	+	ENSG00000165097
3540	chr6	18215299	3.729000	+	ENSG00000165097
3541	chr6	18215300	6.670000	+	ENSG00000165097
3542	chr6	18215301	6.341000	+	ENSG00000165097
3543	chr6	18215302	-1.086000	+	ENSG00000165097
3544	chr6	18215303	7.992000	+	ENSG00000165097
3545	chr6	18215304	7.497000	+	ENSG00000165097
3546	chr6	18215305	0.189000	+	ENSG00000165097
3547	chr6	18215306	2.621000	+	ENSG00000165097
3548	chr6	18215307	3.244000	+	ENSG00000165097
3549	chr6	18215308	0.717000	+	ENSG00000165097
3550	chr6	18215309	5.079000	+	ENSG00000165097
3551	chr6	18215310	7.311000	+	ENSG00000165097
3552	chr6	18215311	2.386000	+	ENSG00000165097
3553	chr6	18215312	4.152000	+	ENSG00000165097
3554	chr6	18215313	8.012000	+	ENSG00000165097
3555	chr6	18215314	1.841000	+	ENSG00000165097
3556	chr6	18215315	0.230000	+	ENSG00000165097
3557	chr6	18215316	4.156000	+	ENSG00000165097
3558	chr6	18215317	-1.106000	+	ENSG00000165097
3559	chr6	18215318	2.115000	+	ENSG00000165097
3560	chr6	18215319	6.086000	+	ENSG00000165097
3561	chr6	18215320	0.131000	+	ENSG00000165097
3562	chr6	18215321	3.308000	+	ENSG00000165097
3563	chr6	18215322	2.103000	+	ENSG00000165097
3564	chr6	18215323	3.962000	+	ENSG00000165097
3565	chr6	18215324	8.012000	+	ENSG00000165097
3566	chr6	18215325	7.843000	+	ENSG00000165097
3567	chr6	18215326	0.780000	+	ENSG00000165097
3568	chr6	18215327	3.660000	+	ENSG00000165097
3569	chr6	18215328	8.012000	+	ENSG00000165097
3570	chr6	18215329	9.835000	+	ENSG00000165097
3571	chr6	18215330	1.688000	+	ENSG00000165097
3572	chr6	18215331	2.437000	+	ENSG00000165097
3573	chr6	18215332	-0.218000	+	ENSG00000165097
3574	chr6	18215333	2.207000	+	ENSG00000165097
3575	chr6	18215334	2.209000	+	ENSG00000165097
3576	chr6	18215335	-1.024000	+	ENSG00000165097
3577	chr6	18215336	6.049000	+	ENSG00000165097
3578	chr6	18215337	8.012000	+	ENSG00000165097
3579	chr6	18215338	0.078000	+	ENSG00000165097
3580	chr6	18215339	3.809000	+	ENSG00000165097
3581	chr6	18215340	6.669000	+	ENSG00000165097
3582	chr6	18215341	1.074000	+	ENSG00000165097
3583	chr6	18215342	7.878000	+	ENSG00000165097
3584	chr6	18215343	7.274000	+	ENSG00000165097
3585	chr6	18215344	2.001000	+	ENSG00000165097
3586	chr6	18215345	4.720000	+	ENSG00000165097
3587	chr6	18215346	8.012000	+	ENSG00000165097
3588	chr6	18215347	0.004000	+	ENSG00000165097
3589	chr6	18215348	8.012000	+	ENSG00000165097
3590	chr6	18215349	8.012000	+	ENSG00000165097
3591	chr6	18215350	1.251000	+	ENSG00000165097
3592	chr6	18215351	5.915000	+	ENSG00000165097
3593	chr6	18215352	4.871000	+	ENSG00000165097
3594	chr6	18215353	2.265000	+	ENSG00000165097
3595	chr6	18215354	9.835000	+	ENSG00000165097
3596	chr6	18215355	9.307000	+	ENSG00000165097
3597	chr6	18215356	2.227000	+	ENSG00000165097
3598	chr6	18215357	7.791000	+	ENSG00000165097
3599	chr6	18215358	9.307000	+	ENSG00000165097
3600	chr6	18215359	9.835000	+	ENSG00000165097
3601	chr6	18215360	9.835000	+	ENSG00000165097
3602	chr6	18217963	6.816000	+	ENSG00000165097
3603	chr6	18217964	9.343000	+	ENSG00000165097
3604	chr6	18217965	-0.013000	+	ENSG00000165097
3605	chr6	18217966	5.644000	+	ENSG00000165097
3606	chr6	18217967	8.042000	+	ENSG00000165097
3607	chr6	18217968	0.452000	+	ENSG00000165097
3608	chr6	18217969	7.820000	+	ENSG00000165097
3609	chr6	18217970	7.820000	+	ENSG00000165097
3610	chr6	18217971	0.166000	+	ENSG00000165097
3611	chr6	18217972	9.873000	+	ENSG00000165097
3612	chr6	18217973	7.322000	+	ENSG00000165097
3613	chr6	18217974	-0.805000	+	ENSG00000165097
3614	chr6	18217975	7.820000	+	ENSG00000165097
3615	chr6	18217976	7.820000	+	ENSG00000165097
3616	chr6	18217977	0.428000	+	ENSG00000165097
3617	chr6	18217978	0.971000	+	ENSG00000165097
3618	chr6	18217979	2.835000	+	ENSG00000165097
3619	chr6	18217980	-1.909000	+	ENSG00000165097
3620	chr6	18217981	4.202000	+	ENSG00000165097
3621	chr6	18217982	4.554000	+	ENSG00000165097
3622	chr6	18217983	1.647000	+	ENSG00000165097
3623	chr6	18217984	6.261000	+	ENSG00000165097
3624	chr6	18217985	0.716000	+	ENSG00000165097
3625	chr6	18217986	0.460000	+	ENSG00000165097
3626	chr6	18217987	8.042000	+	ENSG00000165097
3627	chr6	18217988	8.042000	+	ENSG00000165097
3628	chr6	18217989	0.859000	+	ENSG00000165097
3629	chr6	18217990	5.734000	+	ENSG00000165097
3630	chr6	18217991	8.042000	+	ENSG00000165097
3631	chr6	18217992	-0.002000	+	ENSG00000165097
3632	chr6	18217993	9.343000	+	ENSG00000165097
3633	chr6	18217994	5.970000	+	ENSG00000165097
3634	chr6	18217995	-1.829000	+	ENSG00000165097
3635	chr6	18217996	7.820000	+	ENSG00000165097
3636	chr6	18217997	2.282000	+	ENSG00000165097
3637	chr6	18217998	-0.107000	+	ENSG00000165097
3638	chr6	18217999	8.042000	+	ENSG00000165097
3639	chr6	18218000	9.873000	+	ENSG00000165097
3640	chr6	18218001	9.873000	+	ENSG00000165097
3641	chr6	18218002	6.431000	+	ENSG00000165097
3642	chr6	18218003	3.977000	+	ENSG00000165097
3643	chr6	18218004	1.250000	+	ENSG00000165097
3644	chr6	18218005	0.464000	+	ENSG00000165097
3645	chr6	18218006	2.811000	+	ENSG00000165097
3646	chr6	18218007	0.895000	+	ENSG00000165097
3647	chr6	18218008	8.008000	+	ENSG00000165097
3648	chr6	18218009	9.343000	+	ENSG00000165097
3649	chr6	18218010	0.819000	+	ENSG00000165097
3650	chr6	18218011	1.970000	+	ENSG00000165097
3651	chr6	18218012	2.943000	+	ENSG00000165097
3652	chr6	18218013	-1.871000	+	ENSG00000165097
3653	chr6	18218014	8.042000	+	ENSG00000165097
3654	chr6	18218015	9.873000	+	ENSG00000165097
3655	chr6	18218016	9.873000	+	ENSG00000165097
3656	chr6	18218017	3.307000	+	ENSG00000165097
3657	chr6	18218018	3.940000	+	ENSG00000165097
3658	chr6	18218019	1.624000	+	ENSG00000165097
3659	chr6	18218020	7.789000	+	ENSG00000165097
3660	chr6	18218021	5.962000	+	ENSG00000165097
3661	chr6	18218022	2.137000	+	ENSG00000165097
3662	chr6	18218023	9.304000	+	ENSG00000165097
3663	chr6	18218024	8.010000	+	ENSG00000165097
3664	chr6	18218025	8.008000	+	ENSG00000165097
3665	chr6	18218026	6.193000	+	ENSG00000165097
3666	chr6	18218027	7.820000	+	ENSG00000165097
3667	chr6	18218028	-3.100000	+	ENSG00000165097
3668	chr6	18218029	8.042000	+	ENSG00000165097
3669	chr6	18218030	9.343000	+	ENSG00000165097
3670	chr6	18218031	0.696000	+	ENSG00000165097
3671	chr6	18218032	9.343000	+	ENSG00000165097
3672	chr6	18218033	9.873000	+	ENSG00000165097
3673	chr6	18218034	-0.037000	+	ENSG00000165097
3674	chr6	18218035	8.042000	+	ENSG00000165097
3675	chr6	18218036	6.141000	+	ENSG00000165097
3676	chr6	18218037	0.059000	+	ENSG00000165097
3677	chr6	18218038	9.873000	+	ENSG00000165097
3678	chr6	18218039	8.042000	+	ENSG00000165097
3679	chr6	18218040	0.645000	+	ENSG00000165097
3680	chr6	18218041	7.309000	+	ENSG00000165097
3681	chr6	18218042	5.419000	+	ENSG00000165097
3682	chr6	18218043	4.861000	+	ENSG00000165097
3683	chr6	18218044	7.309000	+	ENSG00000165097
3684	chr6	18218045	7.820000	+	ENSG00000165097
3685	chr6	18218046	-2.718000	+	ENSG00000165097
3686	chr6	18218047	6.564000	+	ENSG00000165097
3687	chr6	18218048	7.854000	+	ENSG00000165097
3688	chr6	18218049	-0.222000	+	ENSG00000165097
3689	chr6	18218050	9.873000	+	ENSG00000165097
3690	chr6	18218051	9.873000	+	ENSG00000165097
3691	chr6	18218052	-2.162000	+	ENSG00000165097
3692	chr6	18218053	9.343000	+	ENSG00000165097
3693	chr6	18218054	7.880000	+	ENSG00000165097
3694	chr6	18218055	-0.469000	+	ENSG00000165097
3695	chr6	18218056	8.008000	+	ENSG00000165097
3696	chr6	18218057	8.008000	+	ENSG00000165097
3697	chr6	18218058	-1.568000	+	ENSG00000165097
3698	chr6	18218059	8.008000	+	ENSG00000165097
3699	chr6	18218060	9.343000	+	ENSG00000165097
3700	chr6	18218061	1.466000	+	ENSG00000165097
3701	chr6	18218062	9.873000	+	ENSG00000165097
3702	chr6	18218063	6.072000	+	ENSG00000165097
3703	chr6	18218064	1.553000	+	ENSG00000165097
3704	chr6	18218065	8.042000	+	ENSG00000165097
3705	chr6	18218066	9.343000	+	ENSG00000165097
3706	chr6	18218067	-0.984000	+	ENSG00000165097
3707	chr6	18218068	9.873000	+	ENSG00000165097
3708	chr6	18218069	7.523000	+	ENSG00000165097
3709	chr6	18218070	-0.493000	+	ENSG00000165097
3710	chr6	18218071	5.372000	+	ENSG00000165097
3711	chr6	18218072	8.042000	+	ENSG00000165097
3712	chr6	18218073	1.270000	+	ENSG00000165097
3713	chr6	18218074	1.540000	+	ENSG00000165097
3714	chr6	18218075	8.042000	+	ENSG00000165097
3715	chr6	18218076	-0.334000	+	ENSG00000165097
3716	chr6	18218077	9.873000	+	ENSG00000165097
3717	chr6	18218078	7.820000	+	ENSG00000165097
3718	chr6	18218079	-1.192000	+	ENSG00000165097
3719	chr6	18218080	7.880000	+	ENSG00000165097
3720	chr6	18218081	9.343000	+	ENSG00000165097
3721	chr6	18218082	0.804000	+	ENSG00000165097
3722	chr6	18218083	9.873000	+	ENSG00000165097
3723	chr6	18218084	9.343000	+	ENSG00000165097
3724	chr6	18218085	-0.237000	+	ENSG00000165097
3725	chr6	18218086	2.501000	+	ENSG00000165097
3726	chr6	18218087	8.042000	+	ENSG00000165097
3727	chr6	18218088	0.417000	+	ENSG00000165097
3728	chr6	18218089	5.921000	+	ENSG00000165097
3729	chr6	18218090	9.343000	+	ENSG00000165097
3730	chr6	18218091	1.575000	+	ENSG00000165097
3731	chr6	18218092	6.660000	+	ENSG00000165097
3732	chr6	18218093	9.873000	+	ENSG00000165097
3733	chr6	18218094	-0.016000	+	ENSG00000165097
3734	chr6	18218095	5.263000	+	ENSG00000165097
3735	chr6	18218096	1.830000	+	ENSG00000165097
3736	chr6	18218097	-0.243000	+	ENSG00000165097
3737	chr6	18218098	-0.862000	+	ENSG00000165097
3738	chr6	18218099	7.828000	+	ENSG00000165097
3739	chr6	18218100	0.026000	+	ENSG00000165097
3740	chr6	18218101	6.094000	+	ENSG00000165097
3741	chr6	18218102	4.033000	+	ENSG00000165097
3742	chr6	18218103	-0.485000	+	ENSG00000165097
3743	chr6	18218104	7.828000	+	ENSG00000165097
3744	chr6	18218105	7.828000	+	ENSG00000165097
3745	chr6	18218106	0.159000	+	ENSG00000165097
3746	chr6	18218107	9.608000	+	ENSG00000165097
3747	chr6	18218108	7.612000	+	ENSG00000165097
3748	chr6	18218109	0.019000	+	ENSG00000165097
3749	chr6	18218110	9.608000	+	ENSG00000165097
3750	chr6	18218111	9.608000	+	ENSG00000165097
3751	chr6	18218112	-1.416000	+	ENSG00000165097
3752	chr6	18218113	9.608000	+	ENSG00000165097
3753	chr6	18218114	9.094000	+	ENSG00000165097
3754	chr6	18218115	6.527000	+	ENSG00000165097
3755	chr6	18218116	9.547000	+	ENSG00000165097
3756	chr6	18222139	9.229000	+	ENSG00000165097
3757	chr6	18222140	7.320000	+	ENSG00000165097
3758	chr6	18222141	0.883000	+	ENSG00000165097
3759	chr6	18222142	8.737000	+	ENSG00000165097
3760	chr6	18222143	7.320000	+	ENSG00000165097
3761	chr6	18222144	0.919000	+	ENSG00000165097
3762	chr6	18222145	8.737000	+	ENSG00000165097
3763	chr6	18222146	8.737000	+	ENSG00000165097
3764	chr6	18222147	0.723000	+	ENSG00000165097
3765	chr6	18222148	2.104000	+	ENSG00000165097
3766	chr6	18222149	9.229000	+	ENSG00000165097
3767	chr6	18222150	1.967000	+	ENSG00000165097
3768	chr6	18222151	7.320000	+	ENSG00000165097
3769	chr6	18222152	8.737000	+	ENSG00000165097
3770	chr6	18222153	2.417000	+	ENSG00000165097
3771	chr6	18222154	7.527000	+	ENSG00000165097
3772	chr6	18222155	7.527000	+	ENSG00000165097
3773	chr6	18222156	-0.929000	+	ENSG00000165097
3774	chr6	18222157	7.409000	+	ENSG00000165097
3775	chr6	18222158	7.409000	+	ENSG00000165097
3776	chr6	18222159	2.132000	+	ENSG00000165097
3777	chr6	18222160	7.409000	+	ENSG00000165097
3778	chr6	18222161	8.848000	+	ENSG00000165097
3779	chr6	18222162	0.926000	+	ENSG00000165097
3780	chr6	18222163	8.848000	+	ENSG00000165097
3781	chr6	18222164	7.409000	+	ENSG00000165097
3782	chr6	18222165	-0.937000	+	ENSG00000165097
3783	chr6	18222166	9.348000	+	ENSG00000165097
3784	chr6	18222167	7.619000	+	ENSG00000165097
3785	chr6	18222168	0.028000	+	ENSG00000165097
3786	chr6	18222169	6.870000	+	ENSG00000165097
3787	chr6	18222170	7.409000	+	ENSG00000165097
3788	chr6	18222171	0.455000	+	ENSG00000165097
3789	chr6	18222172	9.348000	+	ENSG00000165097
3790	chr6	18222173	9.348000	+	ENSG00000165097
3791	chr6	18222174	-0.134000	+	ENSG00000165097
3792	chr6	18222175	9.348000	+	ENSG00000165097
3793	chr6	18222176	7.409000	+	ENSG00000165097
3794	chr6	18222177	-0.148000	+	ENSG00000165097
3795	chr6	18222178	7.619000	+	ENSG00000165097
3796	chr6	18222179	8.848000	+	ENSG00000165097
3797	chr6	18222180	1.138000	+	ENSG00000165097
3798	chr6	18222181	0.630000	+	ENSG00000165097
3799	chr6	18222182	7.619000	+	ENSG00000165097
3800	chr6	18222183	1.430000	+	ENSG00000165097
3801	chr6	18222184	8.848000	+	ENSG00000165097
3802	chr6	18222185	9.348000	+	ENSG00000165097
3803	chr6	18222186	0.262000	+	ENSG00000165097
3804	chr6	18222187	9.348000	+	ENSG00000165097
3805	chr6	18222188	9.348000	+	ENSG00000165097
3806	chr6	18222189	-1.642000	+	ENSG00000165097
3807	chr6	18222190	9.348000	+	ENSG00000165097
3808	chr6	18222191	7.619000	+	ENSG00000165097
3809	chr6	18222192	0.300000	+	ENSG00000165097
3810	chr6	18222193	5.742000	+	ENSG00000165097
3811	chr6	18222194	9.348000	+	ENSG00000165097
3812	chr6	18222195	2.575000	+	ENSG00000165097
3813	chr6	18222196	9.348000	+	ENSG00000165097
3814	chr6	18222197	8.848000	+	ENSG00000165097
3815	chr6	18222198	5.756000	+	ENSG00000165097
3816	chr6	18222199	9.348000	+	ENSG00000165097
3817	chr6	18222200	7.409000	+	ENSG00000165097
3818	chr6	18222201	0.748000	+	ENSG00000165097
3819	chr6	18222202	8.848000	+	ENSG00000165097
3820	chr6	18222203	9.348000	+	ENSG00000165097
3821	chr6	18222204	1.893000	+	ENSG00000165097
3822	chr6	18222205	8.848000	+	ENSG00000165097
3823	chr6	18222206	8.848000	+	ENSG00000165097
3824	chr6	18222207	4.948000	+	ENSG00000165097
3825	chr6	18222208	8.848000	+	ENSG00000165097
3826	chr6	18222209	7.619000	+	ENSG00000165097
3827	chr6	18222210	0.280000	+	ENSG00000165097
3828	chr6	18222211	4.440000	+	ENSG00000165097
3829	chr6	18222212	7.320000	+	ENSG00000165097
3830	chr6	18222213	0.009000	+	ENSG00000165097
3831	chr6	18222214	7.449000	+	ENSG00000165097
3832	chr6	18222215	7.320000	+	ENSG00000165097
3833	chr6	18222216	-0.126000	+	ENSG00000165097
3834	chr6	18222217	2.232000	+	ENSG00000165097
3835	chr6	18222218	3.571000	+	ENSG00000165097
3836	chr6	18222219	0.535000	+	ENSG00000165097
3837	chr6	18222220	7.202000	+	ENSG00000165097
3838	chr6	18222221	0.799000	+	ENSG00000165097
3839	chr6	18222222	2.134000	+	ENSG00000165097
3840	chr6	18222223	0.424000	+	ENSG00000165097
3841	chr6	18222224	2.002000	+	ENSG00000165097
3842	chr6	18222225	1.241000	+	ENSG00000165097
3843	chr6	18222226	1.278000	+	ENSG00000165097
3844	chr6	18222227	0.090000	+	ENSG00000165097
3845	chr6	18222228	0.354000	+	ENSG00000165097
3846	chr6	18222229	1.214000	+	ENSG00000165097
3847	chr6	18222230	-1.030000	+	ENSG00000165097
3848	chr6	18222231	1.209000	+	ENSG00000165097
3849	chr6	18222232	0.212000	+	ENSG00000165097
3850	chr6	18222233	3.515000	+	ENSG00000165097
3851	chr6	18222234	0.977000	+	ENSG00000165097
3852	chr6	18222235	0.087000	+	ENSG00000165097
3853	chr6	18222236	0.202000	+	ENSG00000165097
3854	chr6	18222237	0.981000	+	ENSG00000165097
3855	chr6	18222238	0.293000	+	ENSG00000165097
3856	chr6	18222239	1.097000	+	ENSG00000165097
3857	chr6	18222240	-0.287000	+	ENSG00000165097
3858	chr6	18222241	1.069000	+	ENSG00000165097
3859	chr6	18222242	0.784000	+	ENSG00000165097
3860	chr6	18222243	0.432000	+	ENSG00000165097
3861	chr6	18222244	-0.570000	+	ENSG00000165097
3862	chr6	18222245	1.386000	+	ENSG00000165097
3863	chr6	18222246	1.980000	+	ENSG00000165097
3864	chr6	18222247	-0.099000	+	ENSG00000165097
3865	chr6	18222248	0.774000	+	ENSG00000165097
3866	chr6	18222249	1.149000	+	ENSG00000165097
3867	chr6	18222250	1.380000	+	ENSG00000165097
3868	chr6	18222251	0.240000	+	ENSG00000165097
3869	chr6	18222252	0.178000	+	ENSG00000165097
3870	chr6	18222253	1.328000	+	ENSG00000165097
3871	chr6	18222254	0.073000	+	ENSG00000165097
3872	chr6	18222255	0.126000	+	ENSG00000165097
3873	chr6	18222256	0.016000	+	ENSG00000165097
3874	chr6	18222257	0.453000	+	ENSG00000165097
3875	chr6	18222258	-0.694000	+	ENSG00000165097
3876	chr6	18222259	0.025000	+	ENSG00000165097
3877	chr6	18222260	1.849000	+	ENSG00000165097
3878	chr6	18222261	0.766000	+	ENSG00000165097
3879	chr6	18222262	-0.397000	+	ENSG00000165097
3880	chr6	18222263	-0.521000	+	ENSG00000165097
3881	chr6	18222264	1.072000	+	ENSG00000165097
3882	chr6	18222265	-0.067000	+	ENSG00000165097
3883	chr6	18222266	0.075000	+	ENSG00000165097
3884	chr6	18222267	0.847000	+	ENSG00000165097
3885	chr6	18222268	-0.563000	+	ENSG00000165097
3886	chr6	18222269	1.153000	+	ENSG00000165097
3887	chr6	18222270	3.220000	+	ENSG00000165097
3888	chr6	18222271	2.313000	+	ENSG00000165097
3889	chr6	18222272	2.236000	+	ENSG00000165097
3890	chr6	18222273	1.075000	+	ENSG00000165097
3891	chr6	18222274	0.155000	+	ENSG00000165097
